RECORD_ID,COLLEGE_CODE,COLLEGE_NAME,DISTRICT,BRANCH_NAME,BRANCH_CODE,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-02850,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Computer Science and Engineering (Ai and Machine Learning),am,163.0,150.0,155.5,148.0,104.0,Not Available,Not Available
TNEA2025-02851,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,151.0,144.0,117.0,142.0,114.0,Not Available,Not Available
TNEA2025-02852,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Electrical and Electronics Engineering,ee,126.5,144.0,117.0,142.0,114.0,Not Available,Not Available
TNEA2025-02853,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Electronics and Communication Engineering,ec,146.5,105.0,128.5,91.5,114.0,Not Available,Not Available
TNEA2025-02854,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Information Technology,it,159.0,154.5,150.0,148.5,98.0,Not Available,Not Available
TNEA2025-02855,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Mechanical Engineering,me,103.5,154.5,150.0,148.5,98.0,Not Available,Not Available
TNEA2025-03395,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,165.0,157.5,160.0,154.5,142.5,110.0,121.5
TNEA2025-03396,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Bio Medical Engineering,bm,148.5,126.5,141.5,102.5,119.5,110.0,121.5
TNEA2025-03397,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Computer Science and Bussiness System,cb,162.5,154.5,149.0,149.5,119.5,110.0,121.5
TNEA2025-03398,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Computer Science and Engineering,cs,167.5,160.5,160.0,161.0,136.0,124.5,121.5
TNEA2025-03399,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,164.0,156.5,162.5,154.5,128.0,108.0,121.5
TNEA2025-03400,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Electrical and Electronics Engineering,ee,151.5,144.5,142.0,141.5,113.5,99.5,121.5
TNEA2025-03401,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Electronics and Communication Engineering,ec,165.0,156.0,161.0,153.5,141.0,99.5,121.5
TNEA2025-03402,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Information Technology,it,165.0,156.5,150.0,155.0,127.5,99.5,121.5
TNEA2025-03403,1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Mechanical Engineering,me,140.0,117.5,136.5,114.0,115.5,99.5,121.5
TNEA2025-03424,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,167.5,161.0,161.5,159.0,131.5,118.0,155.5
TNEA2025-03423,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Automobile Engineering,au,158.5,124.5,161.5,98.0,99.0,118.0,155.5
TNEA2025-03425,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Civil Engineering,ce,159.0,131.0,115.5,114.5,131.5,118.0,88.0
TNEA2025-03426,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Computer Science and Engineering,cs,173.0,163.5,161.5,159.0,132.0,118.0,94.5
TNEA2025-03427,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,166.0,159.0,160.0,155.5,128.5,118.0,94.5
TNEA2025-03428,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Electrical and Electronics Engineering,ee,162.5,149.0,159.0,151.0,120.5,118.0,94.5
TNEA2025-03429,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Electronics and Communication Engineering,ec,166.0,158.0,153.5,154.5,118.5,118.0,94.5
TNEA2025-03430,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Electronics and Instrumentation Engineering,ei,155.5,145.5,142.5,146.5,103.0,118.0,94.5
TNEA2025-03431,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Information Technology,it,168.0,160.0,163.5,157.0,128.0,118.0,112.5
TNEA2025-03432,1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",TIRUVALLUR,Mechanical Engineering,me,149.0,135.0,116.0,128.5,105.5,118.0,112.5
TNEA2025-02856,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,89.0,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02857,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Civil Engineering,ce,89.0,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02858,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Computer Science and Engineering,cs,117.0,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02859,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,112.0,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02860,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Electrical and Electronics Engineering,ee,112.0,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02861,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Electronics and Communication Engineering,ec,113.5,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-02862,1121,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur Taluk & District-631203.",TIRUVALLUR,Mechanical Engineering,me,113.5,102.0,Not Available,105.0,90.5,Not Available,Not Available
TNEA2025-03386,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,163.0,155.5,157.5,152.0,139.0,129.5,123.0
TNEA2025-03387,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Bio Technology,bt,145.0,125.0,100.0,113.0,97.5,129.5,123.0
TNEA2025-03388,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Chemical Engineering,ch,146.5,101.5,138.5,120.5,96.0,129.5,123.0
TNEA2025-03389,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Civil Engineering,ce,139.0,115.5,138.5,121.0,98.0,129.5,123.0
TNEA2025-03390,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Computer Science and Engineering,cs,167.0,157.0,154.5,153.5,133.0,115.0,123.0
TNEA2025-03391,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Computer Science and Engineering (Ai and Machine Learning),am,160.5,153.0,156.5,151.0,129.5,117.5,123.0
TNEA2025-03392,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Electronics and Communication Engineering,ec,162.0,153.5,154.0,149.0,124.5,117.5,123.0
TNEA2025-03393,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Information Technology,it,160.0,154.0,147.5,150.5,127.5,117.5,123.0
TNEA2025-03394,1122,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), No. 60, Veltech Road, Avadi, Morai, Thiruvallur-600062.",TIRUVALLUR,Mechanical Engineering,me,135.5,112.0,119.5,114.0,101.0,117.5,123.0
TNEA2025-00837,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Aeronautical Engineering,ae,121.0,85.0,97.0,86.5,98.0,Not Available,Not Available
TNEA2025-00838,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,126.0,108.0,97.0,107.5,118.5,Not Available,Not Available
TNEA2025-00839,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Bio Technology,bt,83.0,108.0,97.0,107.5,118.5,Not Available,Not Available
TNEA2025-00841,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Computer Science and Bussiness System,cb,117.5,94.5,97.0,86.5,95.5,Not Available,Not Available
TNEA2025-00842,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Computer Science and Engineering,cs,134.0,113.5,97.0,99.5,104.0,Not Available,Not Available
TNEA2025-00843,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Computer Science and Engineering (Ai and Machine Learning),am,120.5,118.0,97.5,101.5,116.0,Not Available,Not Available
TNEA2025-00844,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,125.5,83.5,97.5,112.0,85.5,Not Available,Not Available
TNEA2025-00840,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Computer and Communication Engineering,co,122.0,82.0,97.0,82.5,89.0,Not Available,Not Available
TNEA2025-00845,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Electronics and Communication Engineering,ec,131.5,118.0,117.0,93.0,107.0,Not Available,Not Available
TNEA2025-00846,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Information Technology,it,136.0,91.5,117.0,117.0,114.0,Not Available,Not Available
TNEA2025-00847,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Mechanical and Automation Engineering,mu,106.5,84.5,117.0,117.0,100.0,Not Available,Not Available
TNEA2025-00848,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Medical Electronics,md,89.5,86.0,117.0,117.0,100.0,Not Available,Not Available
TNEA2025-00849,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Pharmaceutical Technology,ph,127.5,96.0,81.0,117.0,89.0,Not Available,Not Available
TNEA2025-00850,1123,"Gojan School of Business and Technology, 80-Feet Road, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",TIRUVALLUR,Robotics and Automation,rm,103.5,96.0,81.0,117.0,89.0,Not Available,Not Available
TNEA2025-02322,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Aeronautical Engineering,ae,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02323,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02325,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Computer Science and Engineering,cs,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02326,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Computer Science and Engineering (Ai and Machine Learning),am,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02327,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02324,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Computer and Communication Engineering,co,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02328,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Marine Engineering,mr,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02329,1124,"SAMS College of Engineering and Technology, 82, Panapakkam, Tirupathi Road, Uthukottai Taluk, Thiruvallur District-601102.",TIRUVALLUR,Mechanical Engineering,me,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01896,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Aeronautical Engineering,ae,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01897,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01898,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Civil Engineering,ce,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01899,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Computer Science and Engineering,cs,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01900,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,107.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01901,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Electrical and Electronics Engineering,ee,107.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01902,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Electronics and Communication Engineering,ec,107.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01903,1125,"PMR Engineering College, Adayalampattu, Tiruvallur, Chennai-600095.",TIRUVALLUR,Mechanical Engineering,me,107.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01040,1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,Agricultural Engineering,ag,122.5,102.0,155.5,142.5,88.0,122.0,Not Available
TNEA2025-01041,1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,159.5,137.5,155.5,142.5,105.5,122.0,Not Available
TNEA2025-01042,1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,Bio Medical Engineering,bm,165.5,129.0,155.5,80.5,141.0,122.0,Not Available
TNEA2025-01043,1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,Computer Science and Engineering,cs,155.5,134.5,135.0,132.5,101.5,122.0,Not Available
TNEA2025-01044,1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,Computer Science and Engineering (Cyber Security),sc,152.5,132.0,151.0,136.5,89.5,110.5,Not Available
